Title,Authors,Date Read,Rating,Review,Format,Contributors,ISBN/UID,Read Status,Date Added,Last Date Read,Read Count
Crazy Stupid Bromance,Lyssa Kay Adams,2023/01/04,7,i enjoyed this book..it wasn’t the best of them but not bad. i was frustrated more with alexis than noah. also i think that it would’ve been interesting to seem a plot line that dealt with alexis overcoming trauma from a physical aspect. not a bad read,digital,,9781984806147,read,2023/03/28,2023/01/04,1
Isn't It Bromantic?,Lyssa Kay Adams,2023/01/06,9,"Ahhh this one was unexpectedly my fav so far!! Slow burn, angst, friends with history!! I was kinda feeling like..the Russian? Why? And the synopsis was ambiguous like did Elena actually love him? Would he find he deserves love somewhere else? But they were both such touching people and the angst and fear that they carried was so potent that watching them overcome was so worth it",digital,,9780593332788,read,2023/03/28,2023/01/06,1
A Very Merry Bromance,Lyssa Kay Adams,2023/01/08,8,"Aww..I was slightly disinterested at the beginning, but it brought some depth to the end. I was frustrated at Gretchen at first but then the whole abusive brother thing made it make sense. I enjoyed seeing them fight for their relationship",digital,,9780593332801,read,2023/03/28,2023/01/08,1
The Fine Print,Lauren Asher,2023/01/09,9,"Ughhhh this book was too damn good, why is it overrr? I’m glad the third act conflict wasn’t dragged out for too long. I loved the characters, the angst, the hating the fact that other person made them feel this way, the protectiveness, the grandpa connection, the sister and her impact, overall so good",digital,,9780349433431,read,2023/03/28,2023/01/09,1
Terms and Conditions,Lauren Asher,2023/01/14,9,"awww i loved it! there a couple moments where i was like hmmmm, but the spice, and the characters made it worth it. i felt like their emotions were a little chaotic and didn’t match the actions but overall very fun read and i’m excited for the next one",digital,,B09PTXQL3J,read,2023/03/28,2023/01/14,1
Love on the Brain,Ali Hazelwood,2023/01/15,8,"Oh man I’ve been waiting a while for this one. It somewhat lived up to expectations, idk how I feel about the Marie curie obsession or the last minute crime moment but overall I think I got what I came for. Enjoyed the familiarity of hazelwood’s writing",digital,,9780593336854,read,2023/03/28,2023/01/15,1
Twisted Love,Ana Huang,2023/01/16,9,Okay so I really liked this one..been waiting for a while now too. I really liked how the characters had to work to rebuild the trust. I felt like it made sense even if it was frustrating. I’m so excited for the next ones in the series the spice and morally gray anti hero was so good,digital,,9780349434261,read,2024/01/15,2023/01/16,1
Twisted Games,Ana Huang,2023/01/16,9,"Another really good one. I think that I really like the fact that it’s a series and we get cameos of other characters. I was sad it was so separated and that Bridget didn’t have her support system, and I missed the morally gray anti hero part but overall good read",digital,,B0DT3T37Z7,read,2024/01/15,2023/01/16,1
Twisted Hate,Ana Huang,2023/01/18,9,Okay wow this was far less tame than the others as far as tw go. Took me a second but I liked the dominance and the praise. I liked that the characters had to reconcile and there wasn’t too much third act conflict. I already know that she was hinting at Dante Russo!,digital,,,read,2024/01/15,2023/01/18,1
Twisted Lies,Ana Huang,2023/01/21,9,aww this was also really good. absolutely loved this series. stella was super sweet loved morally gray christian (sucker for someone who’s burn down the world for their love). excited we got a further glimpse into dante and ready for the next. i’m so addicted to ana huang…,digital,,9780349434292,read,2024/01/15,2023/01/21,1
King of Wrath,Ana Huang,2023/01/23,8,"Really enjoyed! I felt like it was a little choppy at times..like the relationship didn’t move forward consistently, but overall I liked the angst and possessiveness. I also enjoyed the cameos of the other couples. I don’t fully see the girl group as close friends like the twisted girls but still excited",digital,,9780349436319,read,2023/03/28,2023/01/23,1
From Lukov with Love,Mariana Zapata,2023/01/26,7,Awww this was so worth. I was wary at the beginning but I felt like the pressure she put on herself was better explained and their relationship developed quickly in the end. I had a feeling it was “I’ve always loved you” situation. I ended up liking their snark and making their relationship their own,digital,,B079JF4D4S,read,2023/03/28,2023/01/26,1
Strictly Pleasure,Carrie Elks,2023/01/29,9,This was over before I realized it! I just randomly checked after a bit where I was and it was over halfway. Super quick but fun read. I loved the characters and see the couple from the previous book. The spice was quite good especially over the phone….,digital,,B0B5JJFFKJ,read,2023/03/28,2023/01/29,1
To Love Jason Thorn,Ella Maise,2023/01/30,8,"This was sweet but turned sexy… Some of the side characters were kinda annoying, but surprisingly I didn’t hate the third act break (it was the climax but it wasn’t too long). I think Jason needed more backstory for why he was such a playboy, but I liked the bro best friend/boy next door trope",digital,,B0189RIS40,read,2023/03/28,2023/01/30,1
To Hate Adam Connor,Ella Maise,2023/02/01,9,"This one was so cute…I’m a sucker for enemies to lovers and this book didn’t disappoint. I will admit I didn’t love the pregnancy scare, but I think the closure with Jameson was necessary. They were actually so cute and little aiden too. Loved their story",digital,,B01GT4NXU4,read,2023/03/28,2023/02/01,1
Final Offer,Lauren Asher,2023/02/03,9,"Okay I ultimately think we needed more backstory about Lana because her anxiety wasn’t amped enough for readers to justify her turning away cal. I would also want to read more childhood memories, but I did love seeing Cal’s sobriety journey and their inevitable love.",digital,,9780349433486,read,2023/03/28,2023/02/03,1
Lucky Hit,Hannah Cowan,2023/02/07,6,There wasn’t enough struggle…I felt like there weren’t any stakes. I mean I guess there several but none of them were actually large and the attempt to make it look like he was cheating was lame bc even the Ava knew that Oakley was whipped….spice tho,digital,,,read,2023/03/28,2023/02/07,1
Blissful Hook,Hannah Cowan,2023/02/16,5,Okay the first 2.5 books of this series are just bad…they just are took me wayyy to long to finish and the plot just was inconsistent and the characters were annoying….i just don’t know is Cowan is my kinda author,digital,,,read,2023/03/28,2023/02/16,1
The Sweetest Oblivion,Danielle Lori,2023/02/18,8,Wait…this was so good. It’s been on the forever. The mafia the romance and spice the forbidden choices. Elena was an absolute girlboss for just causally stealing 2 mil. Such an improvement from previous few reads!,digital,,9780463632376,read,2023/03/28,2023/02/18,1
The Maddest Obsession,Danielle Lori,2023/02/19,8,Other than the pregnancy plot hole and slightly horrifying dumped on childhood trauma from Christian this was a fun read! Liked the storyline and structure especially after reading the previous series :( spice was excellent; my new type is a brooding hot morally gray foreigner,digital,,B07QQLW215,read,2023/03/28,2023/02/19,1
Black Ties and White Lies,Kat Singleton,2023/02/20,8,"Also really enjoyed this book…the spicy scene was 5 chapters long somehow? I feel like she tried to get away with the obsessed stalker trope but like I don’t care either way…I like that it’s a standalone, and the actual spice wasn’t too bad either",digital,,B0BHL1JX9P,read,2023/03/28,2023/02/20,1
Things We Hide From The Light,Lucy Score,2023/02/28,9,"Too freaking good. I think the fact that I stayed up until 4:30 is a testament to how much enjoyed it. I felt like in comparison to the first one it was less chaotic (not having a child made the plot line much simpler, but equally enjoyable) overall becoming a Lucy Score fan (excited for final one!)",digital,,9798886439045,read,2023/03/28,2023/02/28,1
